a,b,c
3274,3774,4274
3275,3775,4275
3276,3776,4276
3277,3777,4277
3278,3778,4278
3279,3779,4279
3280,3780,4280
3281,3781,4281
3282,3782,4282
3283,3783,4283
3284,3784,4284
3285,3785,4285
3286,3786,4286
3287,3787,4287
3288,3788,4288
3289,3789,4289
3290,3790,4290
3291,3791,4291
3292,3792,4292
3293,3793,4293
3294,3794,4294
3295,3795,4295
3296,3796,4296
3297,3797,4297
3298,3798,4298
3299,3799,4299
3300,3800,4300
3301,3801,4301
3302,3802,4302
3303,3803,4303
3304,3804,4304
3305,3805,4305
3306,3806,4306
3307,3807,4307
3308,3808,4308
3309,3809,4309
3310,3810,4310
3311,3811,4311
3312,3812,4312
3313,3813,4313
3314,3814,4314
3315,3815,4315
3316,3816,4316
3317,3817,4317
3318,3818,4318
3319,3819,4319
3320,3820,4320
3321,3821,4321
3322,3822,4322
3323,3823,4323
3324,3824,4324
3325,3825,4325
3326,3826,4326
3327,3827,4327
3328,3828,4328
3329,3829,4329
3330,3830,4330
3331,3831,4331
3332,3832,4332
3333,3833,4333
3334,3834,4334
3335,3835,4335
3336,3836,4336
3337,3837,4337
3338,3838,4338
3339,3839,4339
3340,3840,4340
3341,3841,4341
3342,3842,4342
3343,3843,4343
3344,3844,4344
3345,3845,4345
3346,3846,4346
3347,3847,4347
3348,3848,4348
3349,3849,4349
3350,3850,4350
3351,3851,4351
3352,3852,4352
3353,3853,4353
3354,3854,4354
3355,3855,4355
3356,3856,4356
3357,3857,4357
3358,3858,4358
3359,3859,4359
3360,3860,4360
3361,3861,4361
3362,3862,4362
3363,3863,4363
3364,3864,4364
3365,3865,4365
3366,3866,4366
3367,3867,4367
3368,3868,4368
3369,3869,4369
3370,3870,4370
3371,3871,4371
3372,3872,4372
3373,3873,4373
3374,3874,4374
3375,3875,4375
3376,3876,4376
3377,3877,4377
3378,3878,4378
3379,3879,4379
3380,3880,4380
3381,3881,4381
3382,3882,4382
3383,3883,4383
3384,3884,4384
3385,3885,4385
3386,3886,4386
3387,3887,4387
3388,3888,4388
3389,3889,4389
3390,3890,4390
3391,3891,4391
3392,3892,4392
3393,3893,4393
3394,3894,4394
3395,3895,4395
3396,3896,4396
3397,3897,4397
3398,3898,4398
3399,3899,4399
3400,3900,4400
3401,3901,4401
3402,3902,4402
3403,3903,4403
3404,3904,4404
3405,3905,4405
3406,3906,4406
3407,3907,4407
3408,3908,4408
3409,3909,4409
3410,3910,4410
3411,3911,4411
3412,3912,4412
3413,3913,4413
3414,3914,4414
3415,3915,4415
3416,3916,4416
3417,3917,4417
3418,3918,4418
3419,3919,4419
3420,3920,4420
3421,3921,4421
3422,3922,4422
3423,3923,4423
3424,3924,4424
3425,3925,4425
3426,3926,4426
3427,3927,4427
3428,3928,4428
3429,3929,4429
3430,3930,4430
3431,3931,4431
3432,3932,4432
3433,3933,4433
3434,3934,4434
3435,3935,4435
3436,3936,4436
3437,3937,4437
3438,3938,4438
3439,3939,4439
3440,3940,4440
3441,3941,4441
3442,3942,4442
3443,3943,4443
3444,3944,4444
3445,3945,4445
3446,3946,4446
3447,3947,4447
3448,3948,4448
3449,3949,4449
3450,3950,4450
3451,3951,4451
3452,3952,4452
3453,3953,4453
3454,3954,4454
3455,3955,4455
3456,3956,4456
3457,3957,4457
3458,3958,4458
3459,3959,4459
3460,3960,4460
3461,3961,4461
3462,3962,4462
3463,3963,4463
3464,3964,4464
3465,3965,4465
3466,3966,4466
3467,3967,4467
3468,3968,4468
3469,3969,4469
3470,3970,4470
3471,3971,4471
3472,3972,4472
3473,3973,4473
3474,3974,4474
3475,3975,4475
3476,3976,4476
3477,3977,4477
3478,3978,4478
3479,3979,4479
3480,3980,4480
3481,3981,4481
3482,3982,4482
3483,3983,4483
3484,3984,4484
3485,3985,4485
3486,3986,4486
3487,3987,4487
3488,3988,4488
3489,3989,4489
3490,3990,4490
3491,3991,4491
3492,3992,4492
3493,3993,4493
3494,3994,4494
3495,3995,4495
3496,3996,4496
3497,3997,4497
3498,3998,4498
3499,3999,4499
3500,4000,4500
3501,4001,4501
3502,4002,4502
3503,4003,4503
3504,4004,4504
3505,4005,4505
3506,4006,4506
3507,4007,4507
3508,4008,4508
3509,4009,4509
3510,4010,4510
3511,4011,4511
3512,4012,4512
3513,4013,4513
3514,4014,4514
3515,4015,4515
3516,4016,4516
3517,4017,4517
3518,4018,4518
3519,4019,4519
3520,4020,4520
3521,4021,4521
3522,4022,4522
3523,4023,4523
3524,4024,4524
3525,4025,4525
3526,4026,4526
3527,4027,4527
3528,4028,4528
3529,4029,4529
3530,4030,4530
3531,4031,4531
3532,4032,4532
3533,4033,4533
3534,4034,4534
3535,4035,4535
3536,4036,4536
3537,4037,4537
3538,4038,4538
3539,4039,4539
3540,4040,4540
3541,4041,4541
3542,4042,4542
3543,4043,4543
3544,4044,4544
3545,4045,4545
3546,4046,4546
3547,4047,4547
3548,4048,4548
3549,4049,4549
3550,4050,4550
3551,4051,4551
3552,4052,4552
3553,4053,4553
3554,4054,4554
3555,4055,4555
3556,4056,4556
3557,4057,4557
3558,4058,4558
3559,4059,4559
3560,4060,4560
3561,4061,4561
3562,4062,4562
3563,4063,4563
3564,4064,4564
3565,4065,4565
3566,4066,4566
3567,4067,4567
3568,4068,4568
3569,4069,4569
3570,4070,4570
3571,4071,4571
3572,4072,4572
3573,4073,4573
3574,4074,4574
3575,4075,4575
3576,4076,4576
3577,4077,4577
3578,4078,4578
3579,4079,4579
3580,4080,4580
3581,4081,4581
3582,4082,4582
3583,4083,4583
3584,4084,4584
3585,4085,4585
3586,4086,4586
3587,4087,4587
3588,4088,4588
3589,4089,4589
3590,4090,4590
3591,4091,4591
3592,4092,4592
3593,4093,4593
3594,4094,4594
3595,4095,4595
3596,4096,4596
3597,4097,4597
3598,4098,4598
3599,4099,4599
3600,4100,4600
3601,4101,4601
3602,4102,4602
3603,4103,4603
3604,4104,4604
3605,4105,4605
3606,4106,4606
3607,4107,4607
3608,4108,4608
3609,4109,4609
3610,4110,4610
3611,4111,4611
3612,4112,4612
3613,4113,4613
3614,4114,4614
3615,4115,4615
3616,4116,4616
3617,4117,4617
3618,4118,4618
3619,4119,4619
3620,4120,4620
3621,4121,4621
3622,4122,4622
3623,4123,4623
3624,4124,4624
3625,4125,4625
3626,4126,4626
3627,4127,4627
3628,4128,4628
3629,4129,4629
3630,4130,4630
3631,4131,4631
3632,4132,4632
3633,4133,4633
3634,4134,4634
3635,4135,4635
3636,4136,4636
3637,4137,4637
3638,4138,4638
3639,4139,4639
3640,4140,4640
3641,4141,4641
3642,4142,4642
3643,4143,4643
3644,4144,4644
3645,4145,4645
3646,4146,4646
3647,4147,4647
3648,4148,4648
3649,4149,4649
3650,4150,4650
3651,4151,4651
3652,4152,4652
3653,4153,4653
3654,4154,4654
3655,4155,4655
3656,4156,4656
3657,4157,4657
3658,4158,4658
3659,4159,4659
3660,4160,4660
3661,4161,4661
3662,4162,4662
3663,4163,4663
3664,4164,4664
3665,4165,4665
3666,4166,4666
3667,4167,4667
3668,4168,4668
3669,4169,4669
3670,4170,4670
3671,4171,4671
3672,4172,4672
3673,4173,4673
3674,4174,4674
3675,4175,4675
3676,4176,4676
3677,4177,4677
3678,4178,4678
3679,4179,4679
3680,4180,4680
3681,4181,4681
3682,4182,4682
3683,4183,4683
3684,4184,4684
3685,4185,4685
3686,4186,4686
3687,4187,4687
3688,4188,4688
3689,4189,4689
3690,4190,4690
3691,4191,4691
3692,4192,4692
3693,4193,4693
3694,4194,4694
3695,4195,4695
3696,4196,4696
3697,4197,4697
3698,4198,4698
3699,4199,4699
3700,4200,4700
3701,4201,4701
3702,4202,4702
3703,4203,4703
3704,4204,4704
3705,4205,4705
3706,4206,4706
3707,4207,4707
3708,4208,4708
3709,4209,4709
3710,4210,4710
3711,4211,4711
3712,4212,4712
3713,4213,4713
3714,4214,4714
3715,4215,4715
3716,4216,4716
3717,4217,4717
3718,4218,4718
3719,4219,4719
3720,4220,4720
3721,4221,4721
3722,4222,4722
3723,4223,4723
3724,4224,4724
3725,4225,4725
3726,4226,4726
3727,4227,4727
3728,4228,4728
3729,4229,4729
3730,4230,4730
3731,4231,4731
3732,4232,4732
3733,4233,4733
3734,4234,4734
3735,4235,4735
3736,4236,4736
3737,4237,4737
3738,4238,4738
3739,4239,4739
3740,4240,4740
3741,4241,4741
3742,4242,4742
3743,4243,4743
3744,4244,4744
3745,4245,4745
3746,4246,4746
3747,4247,4747
3748,4248,4748
3749,4249,4749
3750,4250,4750
3751,4251,4751
3752,4252,4752
3753,4253,4753
3754,4254,4754
3755,4255,4755
3756,4256,4756
3757,4257,4757
3758,4258,4758
3759,4259,4759
3760,4260,4760
3761,4261,4761
3762,4262,4762
3763,4263,4763
3764,4264,4764
3765,4265,4765
3766,4266,4766
3767,4267,4767
3768,4268,4768
3769,4269,4769
3770,4270,4770
3771,4271,4771
3772,4272,4772
3773,4273,4773
3774,4274,4774
3775,4275,4775
3776,4276,4776
3777,4277,4777
3778,4278,4778
3779,4279,4779
3780,4280,4780
3781,4281,4781
3782,4282,4782
3783,4283,4783
3784,4284,4784
3785,4285,4785
3786,4286,4786
3787,4287,4787
3788,4288,4788
3789,4289,4789
3790,4290,4790
3791,4291,4791
3792,4292,4792
3793,4293,4793
3794,4294,4794
3795,4295,4795
3796,4296,4796
3797,4297,4797
3798,4298,4798
3799,4299,4799
3800,4300,4800
3801,4301,4801
3802,4302,4802
3803,4303,4803
3804,4304,4804
3805,4305,4805
3806,4306,4806
3807,4307,4807
3808,4308,4808
3809,4309,4809
3810,4310,4810
3811,4311,4811
3812,4312,4812
3813,4313,4813
3814,4314,4814
3815,4315,4815
3816,4316,4816
3817,4317,4817
3818,4318,4818
3819,4319,4819
3820,4320,4820
3821,4321,4821
3822,4322,4822
3823,4323,4823
3824,4324,4824
3825,4325,4825
3826,4326,4826
3827,4327,4827
3828,4328,4828
3829,4329,4829
3830,4330,4830
3831,4331,4831
3832,4332,4832
3833,4333,4833
3834,4334,4834
3835,4335,4835
3836,4336,4836
3837,4337,4837
3838,4338,4838
3839,4339,4839
3840,4340,4840
3841,4341,4841
3842,4342,4842
3843,4343,4843
3844,4344,4844
3845,4345,4845
3846,4346,4846
3847,4347,4847
3848,4348,4848
3849,4349,4849
3850,4350,4850
3851,4351,4851
3852,4352,4852
3853,4353,4853
3854,4354,4854
3855,4355,4855
3856,4356,4856
3857,4357,4857
3858,4358,4858
3859,4359,4859
3860,4360,4860
3861,4361,4861
3862,4362,4862
3863,4363,4863
3864,4364,4864
3865,4365,4865
3866,4366,4866
3867,4367,4867
3868,4368,4868
3869,4369,4869
3870,4370,4870
3871,4371,4871
3872,4372,4872
3873,4373,4873
3874,4374,4874
3875,4375,4875
3876,4376,4876
3877,4377,4877
3878,4378,4878
3879,4379,4879
3880,4380,4880
3881,4381,4881
3882,4382,4882
3883,4383,4883
3884,4384,4884
3885,4385,4885
3886,4386,4886
3887,4387,4887
3888,4388,4888
3889,4389,4889
3890,4390,4890
3891,4391,4891
3892,4392,4892
3893,4393,4893
3894,4394,4894
3895,4395,4895
3896,4396,4896
3897,4397,4897
3898,4398,4898
3899,4399,4899
3900,4400,4900
3901,4401,4901
3902,4402,4902
3903,4403,4903
3904,4404,4904
3905,4405,4905
3906,4406,4906
3907,4407,4907
3908,4408,4908
3909,4409,4909
3910,4410,4910
3911,4411,4911
3912,4412,4912
3913,4413,4913
3914,4414,4914
3915,4415,4915
3916,4416,4916
3917,4417,4917
3918,4418,4918
3919,4419,4919
3920,4420,4920
3921,4421,4921
3922,4422,4922
3923,4423,4923
3924,4424,4924
3925,4425,4925
3926,4426,4926
3927,4427,4927
3928,4428,4928
3929,4429,4929
3930,4430,4930
3931,4431,4931
3932,4432,4932
3933,4433,4933
3934,4434,4934
3935,4435,4935
3936,4436,4936
3937,4437,4937
3938,4438,4938
3939,4439,4939
3940,4440,4940
3941,4441,4941
3942,4442,4942
3943,4443,4943
3944,4444,4944
3945,4445,4945
3946,4446,4946
3947,4447,4947
3948,4448,4948
3949,4449,4949
3950,4450,4950
3951,4451,4951
3952,4452,4952
3953,4453,4953
3954,4454,4954
3955,4455,4955
3956,4456,4956
3957,4457,4957
3958,4458,4958
3959,4459,4959
3960,4460,4960
3961,4461,4961
3962,4462,4962
3963,4463,4963
3964,4464,4964
3965,4465,4965
3966,4466,4966
3967,4467,4967
3968,4468,4968
3969,4469,4969
3970,4470,4970
3971,4471,4971
3972,4472,4972
3973,4473,4973
3974,4474,4974
3975,4475,4975
3976,4476,4976
3977,4477,4977
3978,4478,4978
3979,4479,4979
3980,4480,4980
3981,4481,4981
3982,4482,4982
3983,4483,4983
3984,4484,4984
3985,4485,4985
3986,4486,4986
3987,4487,4987
3988,4488,4988
3989,4489,4989
3990,4490,4990
3991,4491,4991
3992,4492,4992
3993,4493,4993
3994,4494,4994
3995,4495,4995
3996,4496,4996
3997,4497,4997
3998,4498,4998
3999,4499,4999
4000,4500,5000
4001,4501,5001
4002,4502,5002
4003,4503,5003
4004,4504,5004
4005,4505,5005
4006,4506,5006
4007,4507,5007
4008,4508,5008
4009,4509,5009
4010,4510,5010
4011,4511,5011
4012,4512,5012
4013,4513,5013
4014,4514,5014
4015,4515,5015
4016,4516,5016
4017,4517,5017
4018,4518,5018
4019,4519,5019
4020,4520,5020
4021,4521,5021
4022,4522,5022
4023,4523,5023
4024,4524,5024
4025,4525,5025
4026,4526,5026
4027,4527,5027
4028,4528,5028
4029,4529,5029
4030,4530,5030
4031,4531,5031
4032,4532,5032
4033,4533,5033
4034,4534,5034
4035,4535,5035
4036,4536,5036
4037,4537,5037
4038,4538,5038
4039,4539,5039
4040,4540,5040
4041,4541,5041
4042,4542,5042
4043,4543,5043
4044,4544,5044
4045,4545,5045
4046,4546,5046
4047,4547,5047
4048,4548,5048
4049,4549,5049
4050,4550,5050
4051,4551,5051
4052,4552,5052
4053,4553,5053
4054,4554,5054
4055,4555,5055
4056,4556,5056
4057,4557,5057
4058,4558,5058
4059,4559,5059
4060,4560,5060
4061,4561,5061
4062,4562,5062
4063,4563,5063
4064,4564,5064
4065,4565,5065
4066,4566,5066
4067,4567,5067
4068,4568,5068
4069,4569,5069
4070,4570,5070
4071,4571,5071
4072,4572,5072
4073,4573,5073
4074,4574,5074
4075,4575,5075
4076,4576,5076
4077,4577,5077
4078,4578,5078
4079,4579,5079
4080,4580,5080
4081,4581,5081
4082,4582,5082
4083,4583,5083
4084,4584,5084
4085,4585,5085
4086,4586,5086
4087,4587,5087
4088,4588,5088
4089,4589,5089
4090,4590,5090
4091,4591,5091
4092,4592,5092
4093,4593,5093
4094,4594,5094
4095,4595,5095
4096,4596,5096
4097,4597,5097
4098,4598,5098
4099,4599,5099
4100,4600,5100
4101,4601,5101
4102,4602,5102
4103,4603,5103
4104,4604,5104
4105,4605,5105
4106,4606,5106
4107,4607,5107
4108,4608,5108
4109,4609,5109
4110,4610,5110
4111,4611,5111
4112,4612,5112
4113,4613,5113
4114,4614,5114
4115,4615,5115
4116,4616,5116
4117,4617,5117
4118,4618,5118
4119,4619,5119
4120,4620,5120
4121,4621,5121
4122,4622,5122
4123,4623,5123
4124,4624,5124
4125,4625,5125
4126,4626,5126
4127,4627,5127
4128,4628,5128
4129,4629,5129
4130,4630,5130
4131,4631,5131
4132,4632,5132
4133,4633,5133
4134,4634,5134
4135,4635,5135
4136,4636,5136
4137,4637,5137
4138,4638,5138
4139,4639,5139
4140,4640,5140
4141,4641,5141
4142,4642,5142
4143,4643,5143
4144,4644,5144
4145,4645,5145
4146,4646,5146
4147,4647,5147
4148,4648,5148
4149,4649,5149
4150,4650,5150
4151,4651,5151
4152,4652,5152
4153,4653,5153
4154,4654,5154
4155,4655,5155
4156,4656,5156
4157,4657,5157
4158,4658,5158
4159,4659,5159
4160,4660,5160
4161,4661,5161
4162,4662,5162
4163,4663,5163
4164,4664,5164
4165,4665,5165
4166,4666,5166
4167,4667,5167
4168,4668,5168
4169,4669,5169
4170,4670,5170
4171,4671,5171
4172,4672,5172
4173,4673,5173
4174,4674,5174
4175,4675,5175
4176,4676,5176
4177,4677,5177
4178,4678,5178
4179,4679,5179
4180,4680,5180
4181,4681,5181
4182,4682,5182
4183,4683,5183
4184,4684,5184
4185,4685,5185
4186,4686,5186
4187,4687,5187
4188,4688,5188
4189,4689,5189
4190,4690,5190
4191,4691,5191
4192,4692,5192
4193,4693,5193
4194,4694,5194
4195,4695,5195
4196,4696,5196
4197,4697,5197
4198,4698,5198
4199,4699,5199
4200,4700,5200
4201,4701,5201
4202,4702,5202
4203,4703,5203
4204,4704,5204
4205,4705,5205
4206,4706,5206
4207,4707,5207
4208,4708,5208
4209,4709,5209
4210,4710,5210
4211,4711,5211
4212,4712,5212
4213,4713,5213
4214,4714,5214
4215,4715,5215
4216,4716,5216
4217,4717,5217
4218,4718,5218
4219,4719,5219
4220,4720,5220
4221,4721,5221
4222,4722,5222
4223,4723,5223
4224,4724,5224
4225,4725,5225
4226,4726,5226
4227,4727,5227
4228,4728,5228
4229,4729,5229
4230,4730,5230
4231,4731,5231
4232,4732,5232
4233,4733,5233
4234,4734,5234
4235,4735,5235
4236,4736,5236
4237,4737,5237
4238,4738,5238
4239,4739,5239
4240,4740,5240
4241,4741,5241
4242,4742,5242
4243,4743,5243
4244,4744,5244
4245,4745,5245
4246,4746,5246
4247,4747,5247
4248,4748,5248
4249,4749,5249
4250,4750,5250
4251,4751,5251
4252,4752,5252
4253,4753,5253
4254,4754,5254
4255,4755,5255
4256,4756,5256
4257,4757,5257
4258,4758,5258
4259,4759,5259
4260,4760,5260
4261,4761,5261
4262,4762,5262
4263,4763,5263
4264,4764,5264
4265,4765,5265
4266,4766,5266
4267,4767,5267
4268,4768,5268
4269,4769,5269
4270,4770,5270
4271,4771,5271
4272,4772,5272
4273,4773,5273
4274,4774,5274
4275,4775,5275
4276,4776,5276
4277,4777,5277
4278,4778,5278
4279,4779,5279
4280,4780,5280
4281,4781,5281
4282,4782,5282
4283,4783,5283
4284,4784,5284
4285,4785,5285
4286,4786,5286
4287,4787,5287
4288,4788,5288
4289,4789,5289
4290,4790,5290
4291,4791,5291
4292,4792,5292
4293,4793,5293
4294,4794,5294
4295,4795,5295
4296,4796,5296
4297,4797,5297
4298,4798,5298
4299,4799,5299
4300,4800,5300
4301,4801,5301
4302,4802,5302
4303,4803,5303
4304,4804,5304
4305,4805,5305
4306,4806,5306
4307,4807,5307
4308,4808,5308
4309,4809,5309
4310,4810,5310
4311,4811,5311
4312,4812,5312
4313,4813,5313
4314,4814,5314
4315,4815,5315
4316,4816,5316
4317,4817,5317
4318,4818,5318
4319,4819,5319
4320,4820,5320
4321,4821,5321
4322,4822,5322
4323,4823,5323
4324,4824,5324
4325,4825,5325
4326,4826,5326
4327,4827,5327
4328,4828,5328
4329,4829,5329
4330,4830,5330
4331,4831,5331
4332,4832,5332
4333,4833,5333
4334,4834,5334
4335,4835,5335
4336,4836,5336
4337,4837,5337
4338,4838,5338
4339,4839,5339
4340,4840,5340
4341,4841,5341
4342,4842,5342
4343,4843,5343
4344,4844,5344
4345,4845,5345
4346,4846,5346
4347,4847,5347
4348,4848,5348
4349,4849,5349
4350,4850,5350
4351,4851,5351
4352,4852,5352
4353,4853,5353
4354,4854,5354
4355,4855,5355
4356,4856,5356
4357,4857,5357
4358,4858,5358
4359,4859,5359
4360,4860,5360
4361,4861,5361
4362,4862,5362
4363,4863,5363
4364,4864,5364
4365,4865,5365
4366,4866,5366
4367,4867,5367
4368,4868,5368
4369,4869,5369
4370,4870,5370
4371,4871,5371
4372,4872,5372
4373,4873,5373
4374,4874,5374
4375,4875,5375
4376,4876,5376
4377,4877,5377
4378,4878,5378
4379,4879,5379
4380,4880,5380
4381,4881,5381
4382,4882,5382
4383,4883,5383
4384,4884,5384
4385,4885,5385
4386,4886,5386
4387,4887,5387
4388,4888,5388
4389,4889,5389
4390,4890,5390
4391,4891,5391
4392,4892,5392
4393,4893,5393
4394,4894,5394
4395,4895,5395
4396,4896,5396
4397,4897,5397
4398,4898,5398
4399,4899,5399
4400,4900,5400
4401,4901,5401
4402,4902,5402
4403,4903,5403
4404,4904,5404
4405,4905,5405
4406,4906,5406
4407,4907,5407
4408,4908,5408
4409,4909,5409
4410,4910,5410
4411,4911,5411
4412,4912,5412
4413,4913,5413
4414,4914,5414
4415,4915,5415
4416,4916,5416
4417,4917,5417
4418,4918,5418
4419,4919,5419
4420,4920,5420
4421,4921,5421
4422,4922,5422
4423,4923,5423
4424,4924,5424
4425,4925,5425
4426,4926,5426
4427,4927,5427
4428,4928,5428
4429,4929,5429
4430,4930,5430
4431,4931,5431
4432,4932,5432
4433,4933,5433
4434,4934,5434
4435,4935,5435
4436,4936,5436
4437,4937,5437
4438,4938,5438
4439,4939,5439
4440,4940,5440
4441,4941,5441
4442,4942,5442
4443,4943,5443
4444,4944,5444
4445,4945,5445
4446,4946,5446
4447,4947,5447
4448,4948,5448
4449,4949,5449
4450,4950,5450
4451,4951,5451
4452,4952,5452
4453,4953,5453
4454,4954,5454
4455,4955,5455
4456,4956,5456
4457,4957,5457
4458,4958,5458
4459,4959,5459
4460,4960,5460
4461,4961,5461
4462,4962,5462
4463,4963,5463
4464,4964,5464
4465,4965,5465
4466,4966,5466
4467,4967,5467
4468,4968,5468
4469,4969,5469
4470,4970,5470
4471,4971,5471
4472,4972,5472
4473,4973,5473
4474,4974,5474
4475,4975,5475
4476,4976,5476
4477,4977,5477
4478,4978,5478
4479,4979,5479
4480,4980,5480
4481,4981,5481
4482,4982,5482
4483,4983,5483
4484,4984,5484
4485,4985,5485
4486,4986,5486
4487,4987,5487
4488,4988,5488
4489,4989,5489
4490,4990,5490
4491,4991,5491
4492,4992,5492
4493,4993,5493
4494,4994,5494
4495,4995,5495
4496,4996,5496
4497,4997,5497
4498,4998,5498
4499,4999,5499
4500,5000,5500
4501,5001,5501
4502,5002,5502
4503,5003,5503
4504,5004,5504
4505,5005,5505
4506,5006,5506
4507,5007,5507
4508,5008,5508
4509,5009,5509
4510,5010,5510
4511,5011,5511
4512,5012,5512
4513,5013,5513
4514,5014,5514
4515,5015,5515
4516,5016,5516
4517,5017,5517
4518,5018,5518
4519,5019,5519
4520,5020,5520
4521,5021,5521
4522,5022,5522
4523,5023,5523
4524,5024,5524
4525,5025,5525
4526,5026,5526
4527,5027,5527
4528,5028,5528
4529,5029,5529
4530,5030,5530
4531,5031,5531
4532,5032,5532
4533,5033,5533
4534,5034,5534
4535,5035,5535
4536,5036,5536
4537,5037,5537
4538,5038,5538
4539,5039,5539
4540,5040,5540
4541,5041,5541
4542,5042,5542
4543,5043,5543
4544,5044,5544
4545,5045,5545
4546,5046,5546
4547,5047,5547
4548,5048,5548
4549,5049,5549
4550,5050,5550
4551,5051,5551
4552,5052,5552
4553,5053,5553
4554,5054,5554
4555,5055,5555
4556,5056,5556
4557,5057,5557
4558,5058,5558
4559,5059,5559
4560,5060,5560
4561,5061,5561
4562,5062,5562
4563,5063,5563
4564,5064,5564
4565,5065,5565
4566,5066,5566
4567,5067,5567
4568,5068,5568
4569,5069,5569
4570,5070,5570
4571,5071,5571
4572,5072,5572
4573,5073,5573
4574,5074,5574
4575,5075,5575
4576,5076,5576
4577,5077,5577
4578,5078,5578
4579,5079,5579
4580,5080,5580
4581,5081,5581
4582,5082,5582
4583,5083,5583
4584,5084,5584
4585,5085,5585
4586,5086,5586
4587,5087,5587
4588,5088,5588
4589,5089,5589
4590,5090,5590
4591,5091,5591
4592,5092,5592
4593,5093,5593
4594,5094,5594
4595,5095,5595
4596,5096,5596
4597,5097,5597
4598,5098,5598
4599,5099,5599
4600,5100,5600
4601,5101,5601
4602,5102,5602
4603,5103,5603
4604,5104,5604
4605,5105,5605
4606,5106,5606
4607,5107,5607
4608,5108,5608
4609,5109,5609
4610,5110,5610
4611,5111,5611
4612,5112,5612
4613,5113,5613
4614,5114,5614
4615,5115,5615
4616,5116,5616
4617,5117,5617
4618,5118,5618
4619,5119,5619
4620,5120,5620
4621,5121,5621
4622,5122,5622
4623,5123,5623
4624,5124,5624
4625,5125,5625
4626,5126,5626
4627,5127,5627
4628,5128,5628
4629,5129,5629
4630,5130,5630
4631,5131,5631
4632,5132,5632
4633,5133,5633
4634,5134,5634
4635,5135,5635
4636,5136,5636
4637,5137,5637
4638,5138,5638
4639,5139,5639
4640,5140,5640
4641,5141,5641
4642,5142,5642
4643,5143,5643
4644,5144,5644
4645,5145,5645
4646,5146,5646
4647,5147,5647
4648,5148,5648
4649,5149,5649
4650,5150,5650
4651,5151,5651
4652,5152,5652
4653,5153,5653
4654,5154,5654
4655,5155,5655
4656,5156,5656
4657,5157,5657
4658,5158,5658
4659,5159,5659
4660,5160,5660
4661,5161,5661
4662,5162,5662
4663,5163,5663
4664,5164,5664
4665,5165,5665
4666,5166,5666
4667,5167,5667
4668,5168,5668
4669,5169,5669
4670,5170,5670
4671,5171,5671
4672,5172,5672
4673,5173,5673
4674,5174,5674
4675,5175,5675
4676,5176,5676
4677,5177,5677
4678,5178,5678
4679,5179,5679
4680,5180,5680
4681,5181,5681
4682,5182,5682
4683,5183,5683
4684,5184,5684
4685,5185,5685
4686,5186,5686
4687,5187,5687
4688,5188,5688
4689,5189,5689
4690,5190,5690
4691,5191,5691
4692,5192,5692
4693,5193,5693
4694,5194,5694
4695,5195,5695
4696,5196,5696
4697,5197,5697
4698,5198,5698
4699,5199,5699
4700,5200,5700
4701,5201,5701
4702,5202,5702
4703,5203,5703
4704,5204,5704
4705,5205,5705
4706,5206,5706
4707,5207,5707
4708,5208,5708
4709,5209,5709
4710,5210,5710
4711,5211,5711
4712,5212,5712
4713,5213,5713
4714,5214,5714
4715,5215,5715
4716,5216,5716
4717,5217,5717
4718,5218,5718
4719,5219,5719
4720,5220,5720
4721,5221,5721
4722,5222,5722
4723,5223,5723
4724,5224,5724
4725,5225,5725
4726,5226,5726
4727,5227,5727
4728,5228,5728
4729,5229,5729
4730,5230,5730
4731,5231,5731
4732,5232,5732
4733,5233,5733
4734,5234,5734
4735,5235,5735
4736,5236,5736
4737,5237,5737
4738,5238,5738
4739,5239,5739
4740,5240,5740
4741,5241,5741
4742,5242,5742
4743,5243,5743
4744,5244,5744
4745,5245,5745
4746,5246,5746
4747,5247,5747
4748,5248,5748
4749,5249,5749
4750,5250,5750
4751,5251,5751
4752,5252,5752
4753,5253,5753
4754,5254,5754
4755,5255,5755
4756,5256,5756
4757,5257,5757
4758,5258,5758
4759,5259,5759
4760,5260,5760
4761,5261,5761
4762,5262,5762
4763,5263,5763
4764,5264,5764
4765,5265,5765
4766,5266,5766
4767,5267,5767
4768,5268,5768
4769,5269,5769
4770,5270,5770
4771,5271,5771
4772,5272,5772
4773,5273,5773
4774,5274,5774
4775,5275,5775
4776,5276,5776
4777,5277,5777
4778,5278,5778
4779,5279,5779
4780,5280,5780
4781,5281,5781
4782,5282,5782
4783,5283,5783
4784,5284,5784
4785,5285,5785
4786,5286,5786
4787,5287,5787
4788,5288,5788
4789,5289,5789
4790,5290,5790
4791,5291,5791
4792,5292,5792
4793,5293,5793
4794,5294,5794
4795,5295,5795
4796,5296,5796
4797,5297,5797
4798,5298,5798
4799,5299,5799
4800,5300,5800
4801,5301,5801
4802,5302,5802
4803,5303,5803
4804,5304,5804
4805,5305,5805
4806,5306,5806
4807,5307,5807
4808,5308,5808
4809,5309,5809
4810,5310,5810
4811,5311,5811
4812,5312,5812
4813,5313,5813
4814,5314,5814
4815,5315,5815
4816,5316,5816
4817,5317,5817
4818,5318,5818
4819,5319,5819
4820,5320,5820
4821,5321,5821
4822,5322,5822
4823,5323,5823
4824,5324,5824
4825,5325,5825
4826,5326,5826
4827,5327,5827
